ER_Code,NOC_2016,NOC_2021,Low_Wage_2016,Median_Wage_2016,High_Wage_2016,Low_Wage_2020,Median_Wage_2020,High_Wage_2020,Low_Wage_2024,Median_Wage_2024,High_Wage_2024,Province,Region,NOC_Title_2021,Broad_Category_Code,TEER_Code,Major_Group_Code,Broad_Category_Name,TEER_Level_Name,Major_Group_Name
ER35,13,12,19.23,49.04,76.92,28.5,57.69,88.94,50.0,92.31,150.0,Ontario,Ontario,"senior managers - financial, communications and other business services",0,0,0,0 - Legislative and senior management occupations,0 - Management occupations,Legislative and senior managers
ER47,13,12,29.62,52.31,72.12,32.0,57.44,86.05,53.09,84.62,120.19,Saskatchewan,Saskatchewan,"senior managers - financial, communications and other business services",0,0,0,0 - Legislative and senior management occupations,0 - Management occupations,Legislative and senior managers
ER48,13,12,17.31,46.15,83.33,30.0,68.4,97.44,40.38,88.94,144.23,Alberta,Alberta,"senior managers - financial, communications and other business services",0,0,0,0 - Legislative and senior management occupations,0 - Management occupations,Legislative and senior managers
ER59,13,12,18.0,48.6,74.52,31.25,64.1,96.15,53.85,98.56,144.23,British Columbia,British Columbia,"senior managers - financial, communications and other business services",0,0,0,0 - Legislative and senior management occupations,0 - Management occupations,Legislative and senior managers
ER24,15,14,16.78,31.096165,73.908119,19.25,36.06,82.96,20.0,38.46,89.74,Quebec,Quebec,"senior managers - trade, broadcasting and other services",0,0,0,0 - Legislative and senior management occupations,0 - Management occupations,Legislative and senior managers
ER48,16,15,30.35,58.17,95.0,27.61,58.48,106.9,25.0,56.41,115.38,Alberta,Alberta,"senior managers - construction, transportation, production and utilities",0,0,0,0 - Legislative and senior management occupations,0 - Management occupations,Legislative and senior managers
ER10,111,10010,20.51,42.0,57.69,26.44,43.48,72.12,36.06,56.1,77.95,Newfoundland and Labrador,Newfoundland and Labrador,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER1110,111,10010,17.81,33.33,57.69,25.35,38.46,66.67,25.0,51.23,79.49,Prince Edward Island,Prince Edward Island,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER12,111,10010,18.27,43.59,64.29,28.0,46.7,61.54,33.0,49.74,76.92,Nova Scotia,Nova Scotia,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER13,111,10010,20.43,41.32,60.1,26.44,44.1,57.69,28.85,52.88,91.35,New Brunswick,New Brunswick,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,111,10010,20.69,37.02,57.69,26.92,41.76,67.87,36.0,57.69,82.05,Quebec,Quebec,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,111,10010,23.08,43.75,70.51,26.32,49.04,71.0,36.06,57.69,94.87,Ontario,Ontario,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER46,111,10010,22.0,36.06,60.1,22.0,45.67,65.87,29.74,49.52,81.73,Manitoba,Manitoba,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER47,111,10010,28.0,43.27,60.46,35.1,52.88,72.31,33.05,54.98,82.0,Saskatchewan,Saskatchewan,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER48,111,10010,23.08,45.07,72.65,32.0,52.46,88.94,37.5,59.48,96.15,Alberta,Alberta,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER59,111,10010,18.97,39.9,62.5,25.0,44.23,67.31,37.44,55.56,91.76,British Columbia,British Columbia,financial managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER10,112,10011,32.05,41.03,66.67,28.85,44.97,72.0,34.29,48.08,66.67,Newfoundland and Labrador,Newfoundland and Labrador,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER1110,112,10011,22.56,38.46,59.35,28.85,44.97,72.0,25.0,50.0,64.62,Prince Edward Island,Prince Edward Island,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER12,112,10011,23.08,38.46,53.67,28.85,42.05,57.44,38.08,48.72,72.25,Nova Scotia,Nova Scotia,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER13,112,10011,20.67,33.65,54.48,31.32,43.27,72.12,35.0,51.0,77.36,New Brunswick,New Brunswick,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,112,10011,21.1,38.46,56.73,25.71,50.0,76.92,36.06,57.69,79.92,Quebec,Quebec,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,112,10011,23.08,40.87,67.31,26.07,45.67,69.4,38.0,56.41,87.18,Ontario,Ontario,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER46,112,10011,19.23,35.58,49.23,21.15,42.86,62.5,35.0,53.33,76.92,Manitoba,Manitoba,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER48,112,10011,27.88,46.15,78.02,33.65,55.29,79.33,34.19,56.25,93.75,Alberta,Alberta,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER59,112,10011,22.0,37.5,60.44,24.04,43.27,74.52,31.25,56.5,79.33,British Columbia,British Columbia,human resources managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,113,10012,21.63,38.46,57.69,15.82,40.11,60.1,38.46,57.69,80.77,Quebec,Quebec,purchasing managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,113,10012,22.5,40.87,54.95,24.05,41.58,63.07,36.2,55.9,83.08,Ontario,Ontario,purchasing managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER48,113,10012,24.0,38.46,55.56,27.5,55.29,86.54,38.46,54.63,105.77,Alberta,Alberta,purchasing managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER59,113,10012,22.15,36.21,52.88,20.19,40.43,64.9,40.0,57.69,90.87,British Columbia,British Columbia,purchasing managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER12,114,10019,21.63,33.65,61.54,23.36,33.11,57.69,28.37,43.27,65.0,Nova Scotia,Nova Scotia,other administrative services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER13,114,10019,21.63,33.65,61.54,23.36,33.11,57.69,28.37,43.27,65.0,New Brunswick,New Brunswick,other administrative services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,114,10019,14.54,32.97,50.0,22.25,40.0,54.95,20.0,48.08,85.16,Quebec,Quebec,other administrative services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,114,10019,21.0,40.87,64.9,22.0,33.65,63.77,28.85,47.76,83.07,Ontario,Ontario,other administrative services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER12,121,10020,13.39,41.03,53.85,21.63,43.96,58.24,35.0,49.23,89.74,Nova Scotia,Nova Scotia,"insurance, real estate and financial brokerage managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,121,10020,26.92,47.18,63.19,32.97,46.7,74.36,38.46,57.69,86.03,Quebec,Quebec,"insurance, real estate and financial brokerage managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,121,10020,20.51,46.5,75.12,27.24,49.52,75.32,36.35,56.41,96.15,Ontario,Ontario,"insurance, real estate and financial brokerage managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER46,121,10020,16.6,41.0,59.13,32.69,46.15,63.69,36.92,52.69,82.05,Manitoba,Manitoba,"insurance, real estate and financial brokerage managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER47,121,10020,28.82,51.23,67.93,34.62,49.52,68.27,39.9,57.69,83.08,Saskatchewan,Saskatchewan,"insurance, real estate and financial brokerage managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER48,121,10020,26.44,50.48,68.68,23.08,54.44,96.15,37.5,52.88,92.31,Alberta,Alberta,"insurance, real estate and financial brokerage managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER59,121,10020,14.42,34.97,75.9,20.51,43.27,80.13,34.62,51.28,97.44,British Columbia,British Columbia,"insurance, real estate and financial brokerage managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER10,122,10021,18.27,32.69,53.85,24.0,40.87,50.0,39.73,43.59,58.97,Newfoundland and Labrador,Newfoundland and Labrador,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER12,122,10021,20.51,35.58,53.85,26.44,40.87,57.95,35.93,47.12,72.82,Nova Scotia,Nova Scotia,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER13,122,10021,18.27,32.69,53.85,20.0,35.9,46.7,25.0,44.1,63.46,New Brunswick,New Brunswick,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,122,10021,20.43,39.66,57.69,26.37,40.25,65.93,39.25,54.0,79.33,Quebec,Quebec,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,122,10021,24.0,45.19,67.31,28.85,47.18,68.49,37.33,58.97,93.75,Ontario,Ontario,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER46,122,10021,18.27,38.46,57.69,30.77,41.54,67.99,30.77,44.44,78.97,Manitoba,Manitoba,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER47,122,10021,25.38,44.62,66.35,30.0,45.94,72.0,33.33,50.48,69.44,Saskatchewan,Saskatchewan,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER48,122,10021,23.0,37.5,57.69,24.04,48.08,84.13,34.87,52.4,86.06,Alberta,Alberta,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER59,122,10021,24.0,38.46,57.69,24.04,41.54,54.57,35.1,52.88,104.4,British Columbia,British Columbia,"banking, credit and other investment managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,124,10022,24.33,38.46,57.69,23.39,38.46,60.44,28.85,51.44,105.77,Quebec,Quebec,"advertising, marketing and public relations managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,124,10022,22.15,40.87,64.9,24.48,43.27,70.19,33.65,55.38,91.58,Ontario,Ontario,"advertising, marketing and public relations managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER47,124,10022,17.04,36.27,66.29,31.25,46.15,68.25,30.05,52.88,79.33,Saskatchewan,Saskatchewan,"advertising, marketing and public relations managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER48,124,10022,18.03,38.46,61.54,30.77,40.87,72.12,36.06,54.03,86.54,Alberta,Alberta,"advertising, marketing and public relations managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER59,124,10022,18.41,33.65,75.0,23.08,37.69,76.92,32.97,52.0,88.46,British Columbia,British Columbia,"advertising, marketing and public relations managers",1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER1110,125,10029,16.11,26.44,47.12,16.83,37.5,55.29,22.12,48.08,72.12,Prince Edward Island,Prince Edward Island,other business services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER12,125,10029,14.0,27.37,47.12,16.83,38.46,55.29,23.08,46.15,72.12,Nova Scotia,Nova Scotia,other business services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,125,10029,24.17,47.18,76.92,24.73,36.4,72.12,29.0,50.0,85.58,Quebec,Quebec,other business services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,125,10029,20.13,38.94,55.29,21.67,35.0,60.1,29.81,52.4,81.73,Ontario,Ontario,other business services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER48,125,10029,21.227319,42.556702,71.875799,28.58,53.99,90.26,38.46,53.0,81.32,Alberta,Alberta,other business services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER59,125,10029,19.23,33.0,50.96,18.3,33.65,86.54,32.69,52.31,108.17,British Columbia,British Columbia,other business services managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER13,131,10030,21.0,40.0,57.69,24.28,41.03,56.41,37.44,53.53,77.88,New Brunswick,New Brunswick,telecommunication carriers managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER24,131,10030,16.83,35.38,50.48,15.0,38.46,56.66,17.25,50.0,66.67,Quebec,Quebec,telecommunication carriers managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER35,131,10030,28.85,45.67,69.23,26.0,44.1,85.23,36.06,49.74,72.12,Ontario,Ontario,telecommunication carriers managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER48,131,10030,29.85,43.27,52.79,28.85,37.5,41.03,25.0,47.69,70.46,Alberta,Alberta,telecommunication carriers managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER59,131,10030,30.63,40.0,60.1,24.0,37.44,57.44,27.2,50.48,67.31,British Columbia,British Columbia,telecommunication carriers managers,1,0,10,"1 - Business, finance and administration occupations",0 - Management occupations,Mid-management: admin/finance/communications
ER13,211,20010,23.35,43.27,61.54,23.0,48.08,82.05,44.1,64.9,78.46,New Brunswick,New Brunswick,engineering managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER24,211,20010,21.0,42.0,60.85,27.78,49.0,76.92,43.27,67.31,105.29,Quebec,Quebec,engineering managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER35,211,20010,27.88,50.0,72.12,30.05,51.28,75.0,40.21,64.42,96.15,Ontario,Ontario,engineering managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER59,211,20010,23.08,45.41,73.08,31.25,52.88,81.73,38.46,67.31,115.38,British Columbia,British Columbia,engineering managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER12,212,20011,20.19,39.0,52.31,32.0,45.0,63.57,36.13,52.58,85.1,Nova Scotia,Nova Scotia,architecture and science managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER24,212,20011,19.75,43.96,60.1,28.85,52.2,76.92,36.06,52.2,113.85,Quebec,Quebec,architecture and science managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER35,212,20011,26.44,38.46,65.38,34.52,49.04,67.31,43.75,59.83,94.71,Ontario,Ontario,architecture and science managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER10,213,20012,21.63,42.05,61.54,32.97,47.25,65.0,40.38,60.0,97.44,Newfoundland and Labrador,Newfoundland and Labrador,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER12,213,20012,21.47,46.7,69.23,33.65,41.54,72.12,46.15,59.62,78.97,Nova Scotia,Nova Scotia,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER13,213,20012,22.0,39.73,54.81,21.63,40.45,72.12,35.43,55.29,84.59,New Brunswick,New Brunswick,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER24,213,20012,23.08,43.27,67.31,27.8,52.88,72.12,40.0,64.1,97.78,Quebec,Quebec,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER35,213,20012,26.44,48.08,66.67,33.65,51.28,70.19,44.23,64.1,98.08,Ontario,Ontario,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER46,213,20012,24.04,46.15,65.87,36.92,48.56,72.12,43.0,59.13,74.79,Manitoba,Manitoba,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER47,213,20012,31.0,47.0,67.31,37.5,51.92,75.05,37.5,62.5,79.33,Saskatchewan,Saskatchewan,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER48,213,20012,25.0,48.56,75.48,40.38,56.98,91.35,48.08,66.19,96.15,Alberta,Alberta,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER59,213,20012,24.04,43.75,70.19,26.44,45.67,72.12,36.06,59.62,96.63,British Columbia,British Columbia,computer and information systems managers,2,0,20,2 - Natural and applied sciences and related occupations,0 - Management occupations,"Mid-management: engineering, IT, sciences"
ER10,311,30010,16.25,38.0,56.41,25.0,48.0,57.69,26.0,51.28,60.44,Newfoundland and Labrador,Newfoundland and Labrador,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER1110,311,30010,18.03,39.88,57.0,20.0,41.03,48.0,34.0,51.05,66.15,Prince Edward Island,Prince Edward Island,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER12,311,30010,21.63,40.0,57.0,25.0,43.27,56.41,43.27,52.82,76.92,Nova Scotia,Nova Scotia,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER13,311,30010,19.0,40.0,49.34,21.0,43.0,54.87,28.84,48.08,56.41,New Brunswick,New Brunswick,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER24,311,30010,24.0,40.0,54.95,22.86,43.27,61.94,28.0,51.28,65.0,Quebec,Quebec,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER35,311,30010,26.0,44.1,66.67,24.04,43.96,64.17,31.98,53.0,84.62,Ontario,Ontario,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER46,311,30010,19.83,40.0,58.77,23.82,45.0,62.0,33.33,53.85,68.13,Manitoba,Manitoba,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER47,311,30010,28.62,46.5,61.54,36.06,53.0,60.51,31.87,52.31,64.9,Saskatchewan,Saskatchewan,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER48,311,30010,23.08,50.0,65.66,28.85,51.55,78.37,28.85,52.88,71.89,Alberta,Alberta,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER59,311,30010,23.0,39.21,53.85,19.89,45.19,59.5,27.69,51.28,82.05,British Columbia,British Columbia,managers in health care,3,0,30,3 - Health occupations,0 - Management occupations,Mid-management in healthcare
ER35,411,40010,33.65,48.47,63.59,29.23,56.92,71.79,43.27,61.54,75.48,Ontario,Ontario,government managers - health and social policy development and program administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER10,412,40011,26.7,40.0,52.88,37.5,51.1,60.51,43.08,61.54,72.0,Newfoundland and Labrador,Newfoundland and Labrador,"government managers - economic analysis, policy development and program administration",4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER12,412,40011,26.7,40.0,52.88,37.5,51.1,67.18,52.82,65.13,74.62,Nova Scotia,Nova Scotia,"government managers - economic analysis, policy development and program administration",4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER13,412,40011,26.7,40.0,52.88,34.67,48.72,55.63,48.31,61.54,66.67,New Brunswick,New Brunswick,"government managers - economic analysis, policy development and program administration",4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER35,412,40011,15.0,44.31,62.5,28.85,53.85,66.67,49.04,66.92,80.22,Ontario,Ontario,"government managers - economic analysis, policy development and program administration",4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER10,414,40019,23.5,42.05,60.44,35.13,49.73,69.23,41.0,54.36,76.92,Newfoundland and Labrador,Newfoundland and Labrador,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER12,414,40019,23.0,43.93,58.97,14.96,42.31,58.72,41.0,55.59,73.28,Nova Scotia,Nova Scotia,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER13,414,40019,23.5,42.05,60.44,23.0,36.92,57.44,36.32,53.74,64.9,New Brunswick,New Brunswick,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER24,414,40019,23.01,45.64,60.0,34.48,54.87,71.79,41.21,60.44,85.64,Quebec,Quebec,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER35,414,40019,28.0,50.51,66.67,36.0,54.87,69.23,38.46,60.1,76.92,Ontario,Ontario,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER46,414,40019,24.04,43.27,62.56,30.0,47.8,70.0,32.5,50.0,71.79,Manitoba,Manitoba,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER47,414,40019,23.0,43.27,64.1,34.62,45.67,60.1,34.62,47.68,60.1,Saskatchewan,Saskatchewan,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER48,414,40019,31.25,52.95,69.23,29.6,52.98,74.52,44.0,56.68,86.54,Alberta,Alberta,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER59,414,40019,28.85,46.15,56.41,35.71,51.89,69.44,35.9,54.95,75.0,British Columbia,British Columbia,other managers in public administration,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER12,421,40020,22.0,39.26,56.25,23.08,48.97,75.27,17.5,50.0,58.22,Nova Scotia,Nova Scotia,administrators - post-secondary education and vocational training,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER13,421,40020,22.0,39.26,56.25,23.08,48.97,75.27,25.0,45.16,97.45,New Brunswick,New Brunswick,administrators - post-secondary education and vocational training,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER24,421,40020,18.9,45.67,61.06,38.46,54.95,68.71,37.02,55.29,67.86,Quebec,Quebec,administrators - post-secondary education and vocational training,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER35,421,40020,23.08,44.71,73.63,29.5,53.85,76.82,33.65,56.25,88.46,Ontario,Ontario,administrators - post-secondary education and vocational training,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER46,421,40020,21.56,45.96,62.13,20.77,45.0,60.44,26.0,48.0,65.3,Manitoba,Manitoba,administrators - post-secondary education and vocational training,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
ER47,421,40020,21.18,43.27,67.49,24.18,47.82,64.1,25.96,58.97,81.73,Saskatchewan,Saskatchewan,administrators - post-secondary education and vocational training,4,0,40,"4 - Education, law, social and community services",0 - Management occupations,Managers: education/social/public services
